baseline_component_ms,baseline_wall_ms,cascade_correct,cascade_predicted,cascade_status,cascade_wall_ms,caseId,chosen_status,cohort,expected,fallback_component_ms,fallback_probability,gemini_baseline_accept,gemini_correct,gemini_predicted,gemini_probability,gemini_status,jev_accept,jev_component_ms,jev_correct,jev_predicted,jev_status,local_correct,local_predicted,local_status,native_confidence,route,safety_accept,safety_human_defer
2366.6743769999593,2375.5601670001633,,transfer_timing,ok,2791.0486550000496,clinc-test-2065,ok,oos,,2489.347187999636,0.01,False,,card_arrival,0.01,ok,False,283.98489800002426,,verify_my_identity,ok,,,,0.09,gemini,False,True
2579.5644310000353,2591.513269999996,,apple_pay_or_google_pay,ok,1905.0304829999804,clinc-test-2132,ok,oos,,1585.2188879998866,0.01,False,,apple_pay_or_google_pay,0.01,ok,False,297.7112770001404,,card_arrival,ok,,,,0.08,gemini,False,True
1560.22057900019,1572.406057999935,,supported_cards_and_currencies,ok,1922.9350319998339,clinc-test-2136,ok,oos,,1577.1869879998267,0.01,False,,supported_cards_and_currencies,0.01,ok,False,325.9570240001194,,supported_cards_and_currencies,ok,,,,0.1,gemini,False,True
2220.76277999999,2230.7710580001585,,supported_cards_and_currencies,ok,2230.6634780000895,clinc-test-2137,ok,oos,,1852.1323669999838,0.01,False,,supported_cards_and_currencies,0.01,ok,False,352.5464419997297,,verify_my_identity,ok,,,,0.1,gemini,False,True
1736.8108160002157,1748.8742649997585,,supported_cards_and_currencies,ok,2519.1347050000913,clinc-test-2143,ok,oos,,2185.1814509998076,0.01,False,,supported_cards_and_currencies,0.01,ok,False,314.5317860003561,,verify_my_identity,ok,,,,0.07,gemini,False,True
2322.635319999885,2334.0503000002354,,supported_cards_and_currencies,ok,1883.3330930001102,clinc-test-2144,ok,oos,,1512.5422920002602,0.01,False,,supported_cards_and_currencies,0.01,ok,False,344.46065300004557,,supported_cards_and_currencies,ok,,,,0.09,gemini,False,True
2646.161174000008,2658.173512000125,,supported_cards_and_currencies,ok,1902.6699019998778,clinc-test-2146,ok,oos,,1580.3044069998432,0.01,False,,card_acceptance,0.01,ok,False,300.7229969999753,,,error,,,,,gemini,False,True
1873.3630760000087,1884.716994999908,,country_support,ok,2198.0580199998803,clinc-test-2147,ok,oos,,1799.2120020003058,0.05,False,,supported_cards_and_currencies,0.01,ok,False,375.82246099971235,,declined_card_payment,ok,,,,0.09,gemini,False,True
1996.1771649997681,2007.1467539998703,,apple_pay_or_google_pay,ok,3209.3264120002277,clinc-test-2149,ok,oos,,2828.933071000036,0.01,False,,apple_pay_or_google_pay,0.01,ok,False,356.29586199996993,,verify_my_identity,ok,,,,0.09,gemini,False,True
2946.3628190001473,2966.093108000001,,apple_pay_or_google_pay,ok,2500.0716359999496,clinc-test-2150,ok,oos,,2127.246765000047,0.02,False,,apple_pay_or_google_pay,0.01,ok,False,346.96654300019145,,verify_my_identity,ok,,,,0.07,gemini,False,True
3297.376874000067,3311.6008230000734,,edit_personal_details,ok,3441.3357320001815,clinc-test-2159,ok,oos,,3046.1735629998147,0.01,False,,request_refund,0.01,ok,False,370.6295809999574,,edit_personal_details,ok,,,,0.17,gemini,False,True
3496.0121570001356,3508.508056000108,,card_payment_not_recognised,ok,2889.5653959999327,clinc-test-2940,ok,oos,,2507.557276000036,0.01,False,,card_payment_not_recognised,0.01,ok,False,359.50703199999407,,card_payment_not_recognised,ok,,,,0.3,gemini,False,True
2842.892611000221,2852.9468999998644,,card_payment_not_recognised,ok,3213.9926609997638,clinc-test-2946,ok,oos,,2862.661248999648,0.01,False,,card_payment_not_recognised,0.02,ok,False,329.7114349999465,,card_payment_not_recognised,ok,,,,0.22,gemini,False,True
1493.0100940000266,1503.7401829999872,,card_not_working,ok,2752.5569959999993,clinc-test-2950,ok,oos,,2397.152773999842,0.01,False,,exchange_via_app,0.01,ok,False,336.0852639998775,,verify_my_identity,ok,,,,0.1,gemini,False,True
1343.4837059997953,1354.0900159999728,,verify_my_identity,ok,1869.8647959996015,clinc-test-2952,ok,oos,,1479.6954749999568,0.01,False,,card_payment_not_recognised,0.01,ok,False,368.23931100033224,,card_payment_not_recognised,ok,,,,0.25,gemini,False,True
2457.9806619999,2468.6516010002233,,apple_pay_or_google_pay,ok,1661.8378010001034,clinc-test-2956,ok,oos,,1350.2119840001687,0.01,False,,verify_my_identity,0.01,ok,False,293.0070869999472,,card_payment_not_recognised,ok,,,,0.2,gemini,False,True
1823.3953089998104,1834.691197999753,,apple_pay_or_google_pay,ok,1998.5545950001106,clinc-test-2957,ok,oos,,1665.2056110003032,0.01,False,,card_not_working,0.01,ok,False,306.6095969998278,,card_payment_not_recognised,ok,,,,0.19,gemini,False,True
1576.9559969999827,1586.399926000042,,card_not_working,ok,2140.8535629999824,clinc-test-2958,ok,oos,,1839.5967459999956,0.01,False,,card_not_working,0.01,ok,False,283.379597999854,,card_payment_not_recognised,ok,,,,0.2,gemini,False,True
2012.6112350001931,2024.7018940001726,,exchange_via_app,ok,3073.375592999626,clinc-test-2960,ok,oos,,2601.963728999719,0.01,False,,apple_pay_or_google_pay,0.01,ok,False,452.4405559999868,,verify_my_identity,ok,,,,0.09,gemini,False,True
1546.3106599999592,1556.763898999896,,apple_pay_or_google_pay,ok,4066.6408940001857,clinc-test-2963,ok,oos,,3652.771125999978,0.02,False,,apple_pay_or_google_pay,0.05,ok,False,394.1228300000075,,verify_my_identity,ok,,,,0.11,gemini,False,True
1426.420609000139,1436.7002979998942,,card_not_working,ok,2903.141364000039,clinc-test-2965,ok,oos,,2563.326090000104,0.01,False,,apple_pay_or_google_pay,0.05,ok,False,321.26289499993436,,verify_my_identity,ok,,,,0.14,gemini,False,True
1473.4620970000979,1482.2571870000102,,card_not_working,ok,7379.715423000045,clinc-test-3150,ok,oos,,7085.8468149998225,0.01,False,,card_not_working,0.01,ok,False,274.935378999915,,verify_my_identity,ok,,,,0.11,gemini,False,True
1504.7160150001291,1513.8972430001013,,activate_my_card,ok,3297.197205999866,clinc-test-3156,ok,oos,,2942.7661840000656,0.15,False,,card_not_working,0.05,ok,False,334.2976249998901,,activate_my_card,ok,,,,0.17,gemini,False,True
2785.299703999888,2796.711323000025,,card_not_working,ok,1808.1744589998852,clinc-test-3159,ok,oos,,1475.2179750001524,0.05,False,,card_not_working,0.05,ok,False,311.66871499991976,,activate_my_card,ok,,,,0.13,gemini,False,True
3404.668556999881,3418.543556000106,,fiat_currency_support,ok,1829.1367579996586,clinc-test-3166,ok,oos,,1461.76301600039,0.05,False,,country_support,0.05,ok,False,345.09756299993023,,atm_support,ok,,,,0.57,gemini,False,True
10148.249150000047,10158.862748999847,,activate_my_card,ok,2365.065045000054,clinc-test-3168,ok,oos,,1996.298703999957,0.01,False,,activate_my_card,0.01,ok,False,334.6005339999683,,verify_my_identity,ok,,,,0.1,gemini,False,True
1457.9840979999863,1468.0558670000173,,card_not_working,ok,2070.320779999718,clinc-test-3170,ok,oos,,1563.2949589998461,0.01,False,,card_not_working,0.05,ok,False,489.2399720000103,,verify_my_identity,ok,,,,0.1,gemini,False,True
1832.8954469999298,1843.5258359999862,,edit_personal_details,ok,1862.1091940000188,clinc-test-3173,ok,oos,,1486.5346840000711,0.05,False,,edit_personal_details,0.05,ok,False,356.202872000169,,edit_personal_details,ok,,,,0.07,gemini,False,True
1869.6279060002416,1887.6486039999872,,card_not_working,ok,3724.6289730002172,clinc-test-3175,ok,oos,,3333.4391339998692,0.01,False,,card_not_working,0.01,ok,False,371.0343410000205,,verify_my_identity,ok,,,,0.11,gemini,False,True
1561.4431989998557,1571.7167179998942,,card_not_working,ok,3311.5313939996995,clinc-test-3178,ok,oos,,2936.231713999994,0.01,False,,card_not_working,0.01,ok,False,355.5886429999955,,edit_personal_details,ok,,,,0.1,gemini,False,True
2206.3184990000445,2217.479177000001,,card_not_working,ok,3335.203469999833,clinc-test-3179,ok,oos,,2959.054238999961,0.01,False,,card_not_working,0.01,ok,False,352.44871299993247,,verify_my_identity,ok,,,,0.1,gemini,False,True
1629.4840339999646,1639.691724000033,,country_support,ok,2590.6057880003937,clinc-test-3240,ok,oos,,2175.752239999827,0.01,False,,card_not_working,0.01,ok,False,393.1286290003918,,exchange_rate,ok,,,,0.29,gemini,False,True
1775.3178119999357,1788.668740999885,,country_support,ok,2029.074743000092,clinc-test-3246,ok,oos,,1648.9103919998743,0.02,False,,exchange_via_app,0.01,ok,False,356.0667620000895,,exchange_rate,ok,,,,0.22,gemini,False,True
1522.9464130001143,1536.033671000041,,country_support,ok,2037.627113000024,clinc-test-3247,ok,oos,,1707.423928000033,0.01,False,,country_support,0.01,ok,False,305.8849670002237,,country_support,ok,,,,0.21,gemini,False,True
2886.0168829998,2896.9832410002127,,country_support,ok,3603.334191000089,clinc-test-3249,ok,oos,,3290.718365000095,0.01,False,,country_support,0.01,ok,False,291.35872799996287,,country_support,ok,,,,0.23,gemini,False,True
1631.2310620001517,1642.1788820000365,,country_support,ok,2041.257803000044,clinc-test-3251,ok,oos,,1587.5531970001757,0.05,False,,country_support,0.05,ok,False,433.80728599987924,,country_support,ok,,,,0.22,gemini,False,True
1656.7717820000835,1666.7236320001539,,country_support,ok,2849.4610920001287,clinc-test-3253,ok,oos,,2439.934401999926,0.01,False,,country_support,0.05,ok,False,389.46888000005856,,exchange_rate,ok,,,,0.19,gemini,False,True
3190.776893999893,3203.46489199996,,fiat_currency_support,ok,1877.8513739998452,clinc-test-3255,ok,oos,,1545.3259000000544,0.01,False,,country_support,0.01,ok,False,312.6934360000305,,exchange_rate,ok,,,,0.17,gemini,False,True
2867.115459000226,2876.2768489997834,,country_support,ok,2930.930833999999,clinc-test-3265,ok,oos,,2582.6430709999986,0.01,False,,country_support,0.01,ok,False,328.9001149996184,,exchange_rate,ok,,,,0.36,gemini,False,True
1762.8119839997962,1774.1750620002858,,country_support,ok,2066.997339999769,clinc-test-3268,ok,oos,,1726.46706599975,0.05,False,,country_support,0.01,ok,False,317.895814999938,,exchange_rate,ok,,,,0.24,gemini,False,True
1603.297096000053,1615.4227849999443,,country_support,ok,2297.2013520000037,clinc-test-3269,ok,oos,,1939.8764190000948,0.01,False,,country_support,0.01,ok,False,338.9586030000355,,exchange_rate,ok,,,,0.23,gemini,False,True
1610.2196959999856,1623.2788250001613,,card_not_working,ok,1968.864857000066,clinc-test-3930,ok,oos,,1567.9671780001372,0.01,False,,card_not_working,0.01,ok,False,378.31821999978274,,card_arrival,ok,,,,0.09,gemini,False,True
2009.2175850002095,2020.7427429999225,,apple_pay_or_google_pay,ok,1815.5376410000026,clinc-test-3931,ok,oos,,1410.3367409999482,0.05,False,,apple_pay_or_google_pay,0.01,ok,False,382.40704099973664,,verify_my_identity,ok,,,,0.1,gemini,False,True
2844.260021999944,2853.7525910001714,,apple_pay_or_google_pay,ok,2653.5349249998108,clinc-test-3932,ok,oos,,2297.411153000081,0.01,False,,apple_pay_or_google_pay,0.01,ok,False,332.3890450000763,,verify_my_identity,ok,,,,0.12,gemini,False,True
2344.365839000093,2355.8129179999232,,exchange_via_app,ok,3240.429670999991,clinc-test-3937,ok,oos,,2928.4310540000442,0.01,False,,exchange_via_app,0.01,ok,False,292.9847380002029,,transfer_timing,ok,,,,0.45,gemini,False,True
3853.42799999984,3871.23029899993,,apple_pay_or_google_pay,ok,3998.3636999998707,clinc-test-3940,ok,oos,,3627.746828999836,0.01,False,,apple_pay_or_google_pay,0.01,ok,False,352.1113529999275,,verify_my_identity,ok,,,,0.11,gemini,False,True
1418.4295899998397,1427.1828489999752,,card_not_working,ok,2117.3039659999777,clinc-test-3941,ok,oos,,1631.95223299996,0.01,False,,card_not_working,0.05,ok,False,467.0281730000861,,verify_my_identity,ok,,,,0.11,gemini,False,True
1490.4132659998722,1498.2986349998973,,card_not_working,ok,3356.070801000111,clinc-test-3947,ok,oos,,3006.370968000032,0.01,False,,card_not_working,0.01,ok,False,328.6601149998605,,activate_my_card,ok,,,,0.22,gemini,False,True
1572.737778000068,1581.7143280000892,,card_not_working,ok,2066.5628909999505,clinc-test-3951,ok,oos,,1629.526344000129,0.01,False,,apple_pay_or_google_pay,0.01,ok,False,404.0611290000379,,verify_my_identity,ok,,,,0.11,gemini,False,True
1515.3269120000768,1524.820882000029,,card_not_working,ok,1742.7289449998643,clinc-test-3955,ok,oos,,1414.7461399999447,0.01,False,,card_not_working,0.01,ok,False,307.07867600000463,,activate_my_card,ok,,,,0.24,gemini,False,True
1732.3805549999233,1744.6727229999378,,card_linking,ok,2511.6269249999896,clinc-test-3959,ok,oos,,2125.169285000069,0.05,False,,apple_pay_or_google_pay,0.01,ok,False,366.0225410000421,,verify_my_identity,ok,,,,0.11,gemini,False,True
2265.4625340001658,2274.527502999874,,why_verify_identity,ok,2779.0916039999574,clinc-test-4140,ok,oos,,2435.87864000001,0.01,False,,edit_personal_details,0.01,ok,False,321.9695049999282,,verify_my_identity,ok,,,,0.1,gemini,False,True
1468.3137680001091,1478.3994370000437,,age_limit,ok,2231.3951659998856,clinc-test-4142,ok,oos,,1835.6548070001882,0.01,False,,exchange_via_app,0.01,ok,False,374.31277099996805,,verify_my_identity,ok,,,,0.08,gemini,False,True
1715.8533169999719,1729.2251270001289,,exchange_via_app,ok,2075.79424800002,clinc-test-4148,ok,oos,,1654.2409600000829,0.01,False,,exchange_via_app,0.01,ok,False,401.63564899982885,,verify_my_identity,ok,,,,0.1,gemini,False,True
1868.349976000376,1878.292074999772,,fiat_currency_support,ok,2491.4964569997974,clinc-test-4150,ok,oos,,2097.497028000187,0.01,False,,country_support,0.01,ok,False,372.23420100007206,,verify_my_identity,ok,,,,0.08,gemini,False,True
3609.4116499996744,3621.4242200003937,,age_limit,ok,1995.0511060003191,clinc-test-4154,ok,oos,,1594.3379959999584,0.01,False,,card_acceptance,0.01,ok,False,365.6814210000448,,verify_my_identity,ok,,,,0.1,gemini,False,True
2690.060260999948,2700.5251400000416,,why_verify_identity,ok,2901.7412350000814,clinc-test-4157,ok,oos,,2550.4451619999018,0.01,False,,passcode_forgotten,0.01,ok,False,313.12505599996075,,verify_my_identity,ok,,,,0.09,gemini,False,True
2232.9192179997917,2246.859845999861,,supported_cards_and_currencies,ok,2727.666019999888,clinc-test-4163,ok,oos,,2327.055712000001,0.01,False,,card_not_working,0.01,ok,False,380.00476999999955,,verify_my_identity,ok,,,,0.1,gemini,False,True
1510.269261999987,1524.0043719999958,,fiat_currency_support,ok,2981.276068000123,clinc-test-4164,ok,oos,,2563.3003610000014,0.01,False,,fiat_currency_support,0.01,ok,False,386.6677399999462,,verify_my_identity,ok,,,,0.12,gemini,False,True
2261.6954550000373,2271.5022829999216,,exchange_via_app,ok,1759.1190029999707,clinc-test-4166,ok,oos,,1403.7366220001131,0.02,False,,edit_personal_details,0.02,ok,False,337.97947399993427,,verify_my_identity,ok,,,,0.08,gemini,False,True
2722.20958899986,2731.281186999986,,edit_personal_details,ok,1890.656462999992,clinc-test-4167,ok,oos,,1501.8553629999515,0.01,False,,card_not_working,0.01,ok,False,369.74771200004034,,verify_my_identity,ok,,,,0.09,gemini,False,True
1641.6537740002386,1654.277952000033,,card_not_working,ok,2011.5126139996573,clinc-test-4321,ok,oos,,1688.5119090001099,0.01,False,,edit_personal_details,0.01,ok,False,301.4041160000488,,verify_my_identity,ok,,,,0.08,gemini,False,True
1521.7266929997131,1535.8431920004077,,exchange_via_app,ok,1961.55786800012,clinc-test-4326,ok,oos,,1617.5900849997997,0.01,False,,supported_cards_and_currencies,0.01,ok,False,323.6861140001565,,verify_my_identity,ok,,,,0.09,gemini,False,True
1708.4367269999348,1719.594976999797,,card_acceptance,ok,1887.1119729999918,clinc-test-4335,ok,oos,,1484.7206039999146,0.01,False,,card_acceptance,0.05,ok,False,378.2956209999975,,card_arrival,ok,,,,0.08,gemini,False,True
1492.4232340001035,1503.0677630000282,,supported_cards_and_currencies,ok,1953.4703089999966,clinc-test-4336,ok,oos,,1576.0278979998548,0.01,False,,supported_cards_and_currencies,0.01,ok,False,353.5012929998338,,card_arrival,ok,,,,0.09,gemini,False,True
1445.8475170000456,1457.0976259999443,,card_acceptance,ok,1759.2354129999876,clinc-test-4338,ok,oos,,1384.488001999911,0.01,False,,card_acceptance,0.01,ok,False,355.13675200007856,,card_arrival,ok,,,,0.1,gemini,False,True
2309.1891489999834,2318.8302790001035,,edit_personal_details,ok,3238.3362380000763,clinc-test-4340,ok,oos,,2786.278831999982,0.01,False,,card_not_working,0.01,ok,False,431.91304599982686,,card_arrival,ok,,,,0.08,gemini,False,True
3775.806647000136,3785.995886999881,,card_acceptance,ok,2749.184867999982,clinc-test-4345,ok,oos,,2413.066552999895,0.01,False,,card_not_working,0.01,ok,False,317.25448600016534,,card_arrival,ok,,,,0.07,gemini,False,True
6303.809489000123,6315.419938000152,,supported_cards_and_currencies,ok,4342.22162299999,clinc-test-4346,ok,oos,,3966.8628920000046,0.01,False,,card_not_working,0.01,ok,False,347.2783229998313,,card_arrival,ok,,,,0.1,gemini,False,True
1834.622086999938,1845.2322870001663,,card_acceptance,ok,2322.4833680000156,clinc-test-4347,ok,oos,,1895.189992000116,0.01,False,,supported_cards_and_currencies,0.01,ok,False,404.06890799989924,,card_arrival,ok,,,,0.07,gemini,False,True
2380.4760259999894,2394.2310949997045,,card_acceptance,ok,2806.182373000309,clinc-test-4349,ok,oos,,2453.4479809999466,0.01,False,,card_acceptance,0.01,ok,False,326.0013450002298,,verify_my_identity,ok,,,,0.1,gemini,False,True
3423.8064350001514,3435.909023999702,,card_not_working,ok,3443.896564000286,clinc-test-993,ok,oos,,3096.210702000186,0.05,False,,apple_pay_or_google_pay,0.01,ok,False,327.6078349999152,,verify_my_identity,ok,,,,0.1,gemini,False,True
2656.7936029999983,2665.637632000027,,exchange_via_app,ok,4357.515659000026,clinc-test-994,ok,oos,,4013.4607959999703,0.05,False,,apple_pay_or_google_pay,0.01,ok,False,320.8915150000248,,verify_my_identity,ok,,,,0.13,gemini,False,True
7372.988919999916,7667.224766999949,,card_not_working,ok,1743.2384160000365,clinc-test-998,ok,oos,,1371.4090340000112,0.05,False,,card_not_working,0.05,ok,False,343.41178299998865,,declined_card_payment,ok,,,,0.06,gemini,False,True
2302.7637189999223,2314.997788999928,,exchange_via_app,ok,2990.296098000137,clinc-test-999,ok,oos,,2603.5793070001528,0.01,False,,card_not_working,0.05,ok,False,365.3017220001202,,verify_my_identity,ok,,,,0.1,gemini,False,True
2715.938216999988,2729.0083250000607,True,card_arrival,ok,3005.9676050000126,test-0,ok,banking,card_arrival,2596.515466999961,0.8,False,True,card_arrival,0.8,ok,False,387.12707999988925,False,lost_or_stolen_card,ok,False,card_linking,ok,0.93,gemini,False,True
1434.6675689998083,1447.9445689998101,True,top_up_reverted,ok,1948.7339490000159,test-1007,ok,banking,top_up_reverted,1553.3497089999728,0.95,True,True,top_up_reverted,0.95,ok,False,376.32820999994874,True,top_up_reverted,ok,True,top_up_reverted,ok,0.93,gemini,True,False
6321.568437000038,6339.652915999992,True,top_up_reverted,ok,345.6341629999224,test-1009,ok,banking,top_up_reverted,,,True,True,top_up_reverted,0.99,ok,True,333.33230399992317,True,top_up_reverted,ok,True,top_up_reverted,ok,1,jev,True,False
1496.1991029998753,1509.5023219999857,False,top_up_failed,ok,1914.0925809999462,test-1010,ok,banking,top_up_reverted,1582.3390170000494,0.95,False,False,top_up_failed,0.92,ok,False,314.2543560001068,False,top_up_failed,ok,False,balance_not_updated_after_cheque_or_cash_deposit,ok,0.88,gemini,True,False
2064.429257999989,2077.0452569999034,True,top_up_reverted,ok,326.726234999951,test-1018,ok,banking,top_up_reverted,,,True,True,top_up_reverted,1,ok,True,316.39977500005625,True,top_up_reverted,ok,True,top_up_reverted,ok,1,jev,True,False
1572.9550680001266,1585.2295870000962,True,top_up_reverted,ok,383.89506000000983,test-1028,ok,banking,top_up_reverted,,,True,True,top_up_reverted,1,ok,True,372.8146209998522,True,top_up_reverted,ok,True,top_up_reverted,ok,1,jev,True,False
2848.9825960000016,2860.691816000006,True,top_up_reverted,ok,2498.5911840000044,test-1030,ok,banking,top_up_reverted,2118.916784000001,0.85,False,True,top_up_reverted,0.85,ok,False,345.12295299999823,True,top_up_reverted,ok,True,top_up_reverted,ok,0.68,gemini,False,True
1195.0941060000332,1207.6721950001083,True,balance_not_updated_after_cheque_or_cash_deposit,ok,2412.7284409999847,test-1040,ok,banking,balance_not_updated_after_cheque_or_cash_deposit,2056.9390889999922,0.98,True,True,balance_not_updated_after_cheque_or_cash_deposit,0.98,ok,False,338.3442229999928,True,balance_not_updated_after_cheque_or_cash_deposit,ok,True,balance_not_updated_after_cheque_or_cash_deposit,ok,0.99,gemini,True,False
1457.8678660000442,1469.9323149999836,True,balance_not_updated_after_cheque_or_cash_deposit,ok,1860.0878560000565,test-1047,ok,banking,balance_not_updated_after_cheque_or_cash_deposit,1489.9447249999503,0.95,True,True,balance_not_updated_after_cheque_or_cash_deposit,0.95,ok,False,349.8978430000134,True,balance_not_updated_after_cheque_or_cash_deposit,ok,True,balance_not_updated_after_cheque_or_cash_deposit,ok,0.85,gemini,True,False
