baseline_accounted_usd,baseline_billed_subtotal_usd,baseline_component_ms,baseline_unknown_bill_calls,baseline_wall_ms,cascade_accounted_usd,cascade_billed_subtotal_usd,cascade_correct,cascade_predicted,cascade_status,cascade_unknown_bill_calls,cascade_wall_ms,caseId,chosen_status,cohort,dataset,expected,fallback_component_ms,fallback_probability,frozen_path_order,gemini_baseline_accept,gemini_correct,gemini_predicted,gemini_probability,gemini_status,jev_accept,jev_component_ms,jev_correct,jev_predicted,jev_status,local_accepted,local_correct,local_predicted,local_score,local_status,native_confidence,route,safety_accept,safety_human_defer,sourceCategory,text
0.000606,0.000606,1399.622931000078,0,1411.0954599999823,0.000673452,0.000673452,,supported_cards_and_currencies,ok,0,1990.1363049999345,clinc-test-1662,ok,oos,clinc150,,1600.0139950001612,0.01,"cascade,gemini",False,,supported_cards_and_currencies,0.01,ok,False,364.42805200000294,,card_arrival,ok,False,,,0.029271348464695507,,0.07,gemini,False,True,nutrition_info,find the nutrition info for ketchup for me
0.0006285,0.0006285,2074.8448910000734,0,2085.7823199999984,0.001322202,0.001322202,,supported_cards_and_currencies,ok,0,2331.2424210000318,clinc-test-1668,ok,oos,clinc150,,2023.7011239998974,0.01,"cascade,gemini",False,,supported_cards_and_currencies,0.01,ok,False,286.10344800003804,,card_arrival,ok,False,,,0.029271348464695507,,0.09,gemini,False,True,nutrition_info,find the nutrition info for cucumbers for me
0.00060525,0.00060525,1567.9153289999813,0,1578.3852579998784,0.001122576,0.001122576,,supported_cards_and_currencies,ok,0,3366.168051000219,clinc-test-1669,ok,oos,clinc150,,3005.084017999936,0.01,"gemini,cascade",False,,supported_cards_and_currencies,0.01,ok,False,340.24520399980247,,verify_my_identity,ok,False,,,0.05272241079323166,,0.08,gemini,False,True,nutrition_info,what are the nutrition facts for carrots
0.00060675,0.00060675,2412.9330720000435,0,2422.6491320000496,0.00169416,0.00169416,,supported_cards_and_currencies,ok,0,3967.355992999859,clinc-test-1670,ok,oos,clinc150,,3639.536248000106,0.01,"cascade,gemini",False,,supported_cards_and_currencies,0.01,ok,False,306.3476260001771,,verify_my_identity,ok,False,,,0.05842483963416338,,0.11,gemini,False,True,nutrition_info,please give me the nutritional information for an egg
0.00063075,0.00063075,2116.6291749998927,0,2126.2478350000456,0.0013769519999999999,0.0013769519999999999,,extra_charge_on_statement,ok,0,2381.2721840001177,clinc-test-1671,ok,oos,clinc150,,2037.789650999941,0.01,"cascade,gemini",False,,extra_charge_on_statement,0.01,ok,False,322.0185449998826,,verify_my_identity,ok,False,,,0.08585027995146814,,0.07,gemini,False,True,nutrition_info,what's the nutrition info for a pound of chicken
0.0006075,0.0006075,1742.5476949997246,0,1752.7817049999721,0.00109491,0.00109491,,supported_cards_and_currencies,ok,0,2463.049351000227,clinc-test-1676,ok,oos,clinc150,,2068.699490000028,0.01,"gemini,cascade",False,,extra_charge_on_statement,0.01,ok,False,376.20060099987313,,verify_my_identity,ok,False,,,0.04944441240312139,,0.08,gemini,False,True,nutrition_info,tell me the nutrition facts for shepherd's pie
0.00135,0.00135,3232.138780000154,0,3243.1660300004296,0.000693492,0.000693492,,card_delivery_estimate,ok,0,2296.969312999863,clinc-test-2041,ok,oos,clinc150,,1866.7999060000293,0.05,"gemini,cascade",False,,card_delivery_estimate,0.05,ok,False,411.8232279997319,,transfer_timing,ok,True,,,0.39128557653033386,,0.45,gemini,False,True,cook_time,how long does pizza take
0.001755,0.001755,2816.690713999793,0,2828.663092999952,0.0006749519999999999,0.0006749519999999999,,transfer_timing,ok,0,3075.5736129998695,clinc-test-2044,ok,oos,clinc150,,2735.4247500000056,0.01,"gemini,cascade",False,,transfer_timing,0.01,ok,False,322.75389400008135,,transfer_timing,ok,False,,,0.09863069150360329,,0.18,gemini,False,True,cook_time,how many minutes are involved in the preparation of curry
0.00062925,0.00062925,1634.9817929998972,0,1647.3633429999463,0.000696618,0.000696618,,transfer_timing,ok,0,6056.3851629998535,clinc-test-2045,ok,oos,clinc150,,5661.56727299979,0.01,"cascade,gemini",False,,transfer_timing,0.01,ok,False,366.3011219999753,,transfer_timing,ok,False,,,0.036372894566741774,,0.36,gemini,False,True,cook_time,what's the preparation time for this dish
0.00165825,0.00165825,3429.592476000078,0,3441.230446000118,0.002445534,0.002445534,,transfer_timing,ok,0,3447.553704000078,clinc-test-2048,ok,oos,clinc150,,3097.3574210000224,0.68,"cascade,gemini",False,,transfer_timing,0.2,ok,False,326.62609399994835,,transfer_timing,ok,False,,,0.03758418429811362,,0.81,gemini,False,True,cook_time,look up recipe time for this
0.0006075,0.0006075,1700.2692680000328,0,1710.785416000057,0.00069741,0.00069741,,card_not_working,ok,0,2836.5483109999914,clinc-test-2050,ok,oos,clinc150,,2393.5358940002043,0.01,"cascade,gemini",False,,transfer_timing,0.01,ok,False,420.88412700011395,,transfer_timing,ok,False,,,0.04531664839217788,,0.1,gemini,False,True,cook_time,what's the average cooking time for cooking wings
0.00138075,0.00138075,2722.1354600000195,0,2733.3360500000417,0.000694284,0.000694284,,card_not_working,ok,0,1898.8239930002019,clinc-test-2060,ok,oos,clinc150,,1547.4759209998883,0.01,"cascade,gemini",False,,transfer_timing,0.01,ok,False,333.9746739999391,,verify_my_identity,ok,False,,,0.12011258050888073,,0.07,gemini,False,True,cook_time,how long should i boil eggs
0.0011565,0.0011565,1966.284447999904,0,1977.5427859998308,0.000672576,0.000672576,,transfer_timing,ok,0,2120.0987850001547,clinc-test-2061,ok,oos,clinc150,,1598.7834250000305,0.01,"cascade,gemini",False,,transfer_timing,0.01,ok,False,497.9314510000404,,verify_my_identity,ok,False,,,0.12011258050888073,,0.09,gemini,False,True,cook_time,how long should i bake a cake
0.00060675,0.00060675,1687.5288299999665,0,1699.629098000005,0.00069666,0.00069666,,transfer_timing,ok,0,1889.8139129998162,clinc-test-2063,ok,oos,clinc150,,1566.2932370000053,0.01,"cascade,gemini",False,,transfer_timing,0.01,ok,False,300.8263960001059,,transfer_timing,ok,True,,,0.2938465482587515,,0.2,gemini,False,True,cook_time,how long does it take to bake a cake
0.000606,0.000606,1603.5872949999757,0,1622.8641940001398,0.0006958680000000001,0.0006958680000000001,,card_not_working,ok,0,2205.153539000079,clinc-test-2064,ok,oos,clinc150,,1753.7621230001096,0.01,"cascade,gemini",False,,card_not_working,0.01,ok,False,426.71192699996755,,verify_my_identity,ok,False,,,0.14129201012626355,,0.09,gemini,False,True,cook_time,how long should i cook the cookie dough
0.0011865,0.0011865,2366.6743769999593,0,2375.5601670001633,0.001190076,0.001190076,,transfer_timing,ok,0,2791.0486550000496,clinc-test-2065,ok,oos,clinc150,,2489.347187999636,0.01,"gemini,cascade",False,,card_arrival,0.01,ok,False,283.98489800002426,,verify_my_identity,ok,False,,,0.11766333775396634,,0.09,gemini,False,True,cook_time,how long should i cook my turkey
0.00129,0.00129,2579.5644310000353,0,2591.513269999996,0.0006749519999999999,0.0006749519999999999,,apple_pay_or_google_pay,ok,0,1905.0304829999804,clinc-test-2132,ok,oos,clinc150,,1585.2188879998866,0.01,"cascade,gemini",False,,apple_pay_or_google_pay,0.01,ok,False,297.7112770001404,,card_arrival,ok,False,,,0.067554270041547,,0.08,gemini,False,True,ingredient_substitution,can i use apples instead of oranges in this recipe
0.0006045,0.0006045,1560.22057900019,0,1572.406057999935,0.000671784,0.000671784,,supported_cards_and_currencies,ok,0,1922.9350319998339,clinc-test-2136,ok,oos,clinc150,,1577.1869879998267,0.01,"gemini,cascade",False,,supported_cards_and_currencies,0.01,ok,False,325.9570240001194,,supported_cards_and_currencies,ok,False,,,0.037252192997041425,,0.1,gemini,False,True,ingredient_substitution,will peas work instead of carrots
0.00140625,0.00140625,2220.76277999999,0,2230.7710580001585,0.000697452,0.000697452,,supported_cards_and_currencies,ok,0,2230.6634780000895,clinc-test-2137,ok,oos,clinc150,,1852.1323669999838,0.01,"cascade,gemini",False,,supported_cards_and_currencies,0.01,ok,False,352.5464419997297,,verify_my_identity,ok,False,,,0.045053280391521885,,0.1,gemini,False,True,ingredient_substitution,is it possible to use baking soda instead of flour
0.00060675,0.00060675,1736.8108160002157,0,1748.8742649997585,0.0006741599999999999,0.0006741599999999999,,supported_cards_and_currencies,ok,0,2519.1347050000913,clinc-test-2143,ok,oos,clinc150,,2185.1814509998076,0.01,"gemini,cascade",False,,supported_cards_and_currencies,0.01,ok,False,314.5317860003561,,verify_my_identity,ok,False,,,0.05772386599006758,,0.07,gemini,False,True,ingredient_substitution,can i use pasta sauce instead of tomato paste
0.001188,0.001188,2322.635319999885,0,2334.0503000002354,0.0006741599999999999,0.0006741599999999999,,supported_cards_and_currencies,ok,0,1883.3330930001102,clinc-test-2144,ok,oos,clinc150,,1512.5422920002602,0.01,"gemini,cascade",False,,supported_cards_and_currencies,0.01,ok,False,344.46065300004557,,supported_cards_and_currencies,ok,False,,,0.04602265616940737,,0.09,gemini,False,True,ingredient_substitution,can i use regular olive oil instead of virgin
0.001533,0.001533,2646.161174000008,0,2658.173512000125,0.0006742019999999999,0.0006742019999999999,,supported_cards_and_currencies,ok,0,1902.6699019998778,clinc-test-2146,ok,oos,clinc150,,1580.3044069998432,0.01,"cascade,gemini",False,,card_acceptance,0.01,ok,False,300.7229969999753,,,error,False,,,0.026979496423758707,,,gemini,False,True,ingredient_substitution,is it okay to use butter instead of margarine
0.00060675,0.00060675,1873.3630760000087,0,1884.716994999908,0.00069666,0.00069666,,country_support,ok,0,2198.0580199998803,clinc-test-2147,ok,oos,clinc150,,1799.2120020003058,0.05,"cascade,gemini",False,,supported_cards_and_currencies,0.01,ok,False,375.82246099971235,,declined_card_payment,ok,False,,,0.04974634885105548,,0.09,gemini,False,True,ingredient_substitution,will it be ok to sub turkey for beef
0.0006075,0.0006075,1996.1771649997681,0,2007.1467539998703,0.0013949939999999999,0.0013949939999999999,,apple_pay_or_google_pay,ok,0,3209.3264120002277,clinc-test-2149,ok,oos,clinc150,,2828.933071000036,0.01,"gemini,cascade",False,,apple_pay_or_google_pay,0.01,ok,False,356.29586199996993,,verify_my_identity,ok,False,,,0.026979496423758707,,0.09,gemini,False,True,ingredient_substitution,is it okay to use applesauce instead of oil
0.0006105,0.0006105,2946.3628190001473,0,2966.093108000001,0.001383162,0.001383162,,apple_pay_or_google_pay,ok,0,2500.0716359999496,clinc-test-2150,ok,oos,clinc150,,2127.246765000047,0.02,"cascade,gemini",False,,apple_pay_or_google_pay,0.01,ok,False,346.96654300019145,,verify_my_identity,ok,False,,,0.02375295793522028,,0.07,gemini,False,True,ingredient_substitution,"if i use applesauce instead of oil, will that mess it up"
0.0019665,0.0019665,3297.376874000067,0,3311.6008230000734,0.001445076,0.001445076,,edit_personal_details,ok,0,3441.3357320001815,clinc-test-2159,ok,oos,clinc150,,3046.1735629998147,0.01,"cascade,gemini",False,,request_refund,0.01,ok,False,370.6295809999574,,edit_personal_details,ok,False,,,0.05685890597194027,,0.17,gemini,False,True,ingredient_substitution,can i get peppers instead of onions
0.00181875,0.00181875,3496.0121570001356,0,3508.508056000108,0.00132741,0.00132741,,card_payment_not_recognised,ok,0,2889.5653959999327,clinc-test-2940,ok,oos,clinc150,,2507.557276000036,0.01,"cascade,gemini",False,,card_payment_not_recognised,0.01,ok,False,359.50703199999407,,card_payment_not_recognised,ok,False,,,0.04191575011914532,,0.3,gemini,False,True,what_song,i'd like to know what song this is
0.001434,0.001434,2842.892611000221,0,2852.9468999998644,0.001212576,0.001212576,,card_payment_not_recognised,ok,0,3213.9926609997638,clinc-test-2946,ok,oos,clinc150,,2862.661248999648,0.01,"gemini,cascade",False,,card_payment_not_recognised,0.02,ok,False,329.7114349999465,,card_payment_not_recognised,ok,False,,,0.03922523871695248,,0.22,gemini,False,True,what_song,look up the name of this song
0.0006105,0.0006105,1493.0100940000266,0,1503.7401829999872,0.000678078,0.000678078,,card_not_working,ok,0,2752.5569959999993,clinc-test-2950,ok,oos,clinc150,,2397.152773999842,0.01,"cascade,gemini",False,,exchange_via_app,0.01,ok,False,336.0852639998775,,verify_my_identity,ok,False,,,0.0443747337863441,,0.1,gemini,False,True,what_song,what is the title of the song we're listening to right now
0.00060675,0.00060675,1343.4837059997953,0,1354.0900159999728,0.000674118,0.000674118,,verify_my_identity,ok,0,1869.8647959996015,clinc-test-2952,ok,oos,clinc150,,1479.6954749999568,0.01,"gemini,cascade",False,,card_payment_not_recognised,0.01,ok,False,368.23931100033224,,card_payment_not_recognised,ok,False,,,0.03668460415409333,,0.25,gemini,False,True,what_song,can you identify this song that's playing
0.00124575,0.00124575,2457.9806619999,0,2468.6516010002233,0.0006757439999999999,0.0006757439999999999,,apple_pay_or_google_pay,ok,0,1661.8378010001034,clinc-test-2956,ok,oos,clinc150,,1350.2119840001687,0.01,"gemini,cascade",False,,verify_my_identity,0.01,ok,False,293.0070869999472,,card_payment_not_recognised,ok,False,,,0.031345296736015306,,0.2,gemini,False,True,what_song,can you identify this song playing through the speaker right now
0.00060825,0.00060825,1823.3953089998104,0,1834.691197999753,0.000698202,0.000698202,,apple_pay_or_google_pay,ok,0,1998.5545950001106,clinc-test-2957,ok,oos,clinc150,,1665.2056110003032,0.01,"gemini,cascade",False,,card_not_working,0.01,ok,False,306.6095969998278,,card_payment_not_recognised,ok,False,,,0.04756729084754013,,0.19,gemini,False,True,what_song,tell me what this song is called that's playing
0.00062775,0.00062775,1576.9559969999827,0,1586.399926000042,0.0006950760000000001,0.0006950760000000001,,card_not_working,ok,0,2140.8535629999824,clinc-test-2958,ok,oos,clinc150,,1839.5967459999956,0.01,"cascade,gemini",False,,card_not_working,0.01,ok,False,283.379597999854,,card_payment_not_recognised,ok,False,,,0.0390172548858862,,0.2,gemini,False,True,what_song,what is the title of this song
0.0012075,0.0012075,2012.6112350001931,0,2024.7018940001726,0.000693492,0.000693492,,exchange_via_app,ok,0,3073.375592999626,clinc-test-2960,ok,oos,clinc150,,2601.963728999719,0.01,"gemini,cascade",False,,apple_pay_or_google_pay,0.01,ok,False,452.4405559999868,,verify_my_identity,ok,False,,,0.027688257029352674,,0.09,gemini,False,True,what_song,what song is currently playing
0.00063,0.00063,1546.3106599999592,0,1556.763898999896,0.002231202,0.002231202,,apple_pay_or_google_pay,ok,0,4066.6408940001857,clinc-test-2963,ok,oos,clinc150,,3652.771125999978,0.02,"gemini,cascade",False,,apple_pay_or_google_pay,0.05,ok,False,394.1228300000075,,verify_my_identity,ok,False,,,0.06059971332792595,,0.11,gemini,False,True,what_song,on the speaker do you know what song is on
0.00063,0.00063,1426.420609000139,0,1436.7002979998942,0.001353702,0.001353702,,card_not_working,ok,0,2903.141364000039,clinc-test-2965,ok,oos,clinc150,,2563.326090000104,0.01,"cascade,gemini",False,,apple_pay_or_google_pay,0.05,ok,False,321.26289499993436,,verify_my_identity,ok,False,,,0.08339717281473157,,0.14,gemini,False,True,what_song,do you know what song is playing on the speaker
0.00061425,0.00061425,1473.4620970000979,0,1482.2571870000102,0.000704538,0.000704538,,card_not_working,ok,0,7379.715423000045,clinc-test-3150,ok,oos,clinc150,,7085.8468149998225,0.01,"cascade,gemini",False,,card_not_working,0.01,ok,False,274.935378999915,,verify_my_identity,ok,False,,,0.05497605037941756,,0.11,gemini,False,True,smart_home,i would like it if you would turn the bedroom lights on low until i'm finished reading
0.000627,0.000627,1504.7160150001291,0,1513.8972430001013,0.001395534,0.001395534,,activate_my_card,ok,0,3297.197205999866,clinc-test-3156,ok,oos,clinc150,,2942.7661840000656,0.15,"cascade,gemini",False,,card_not_working,0.05,ok,False,334.2976249998901,,activate_my_card,ok,False,,,0.03893902902831088,,0.17,gemini,False,True,smart_home,"on the tv, turn on"
0.00062625,0.00062625,2785.299703999888,0,2796.711323000025,0.000693492,0.000693492,,card_not_working,ok,0,1808.1744589998852,clinc-test-3159,ok,oos,clinc150,,1475.2179750001524,0.05,"gemini,cascade",False,,card_not_working,0.05,ok,False,311.66871499991976,,activate_my_card,ok,False,,,0.04417747407129501,,0.13,gemini,False,True,smart_home,the tv turn it on
0.00213675,0.00213675,3404.668556999881,0,3418.543556000106,0.000674118,0.000674118,,fiat_currency_support,ok,0,1829.1367579996586,clinc-test-3166,ok,oos,clinc150,,1461.76301600039,0.05,"cascade,gemini",False,,country_support,0.05,ok,False,345.09756299993023,,atm_support,ok,False,,,0.04168575285286366,,0.57,gemini,False,True,smart_home,"at ac, what's the temperature like"
0.000993,0.000993,10148.249150000047,0,10158.862748999847,0.0012776999999999999,0.0012776999999999999,,activate_my_card,ok,0,2365.065045000054,clinc-test-3168,ok,oos,clinc150,,1996.298703999957,0.01,"gemini,cascade",False,,activate_my_card,0.01,ok,False,334.6005339999683,,verify_my_identity,ok,False,,,0.03529508407597855,,0.1,gemini,False,True,smart_home,turn on the tv
0.00060675,0.00060675,1457.9840979999863,0,1468.0558670000173,0.0006741599999999999,0.0006741599999999999,,card_not_working,ok,0,2070.320779999718,clinc-test-3170,ok,oos,clinc150,,1563.2949589998461,0.01,"gemini,cascade",False,,card_not_working,0.05,ok,False,489.2399720000103,,verify_my_identity,ok,False,,,0.03343193618258212,,0.1,gemini,False,True,smart_home,"to 350, set the oven"
0.00060525,0.00060525,1832.8954469999298,0,1843.5258359999862,0.0006950760000000001,0.0006950760000000001,,edit_personal_details,ok,0,1862.1091940000188,clinc-test-3173,ok,oos,clinc150,,1486.5346840000711,0.05,"gemini,cascade",False,,edit_personal_details,0.05,ok,False,356.202872000169,,edit_personal_details,ok,False,,,0.05784694473441309,,0.07,gemini,False,True,smart_home,i want the light less bright please
0.0006075,0.0006075,1869.6279060002416,0,1887.6486039999872,0.0006749519999999999,0.0006749519999999999,,card_not_working,ok,0,3724.6289730002172,clinc-test-3175,ok,oos,clinc150,,3333.4391339998692,0.01,"cascade,gemini",False,,card_not_working,0.01,ok,False,371.0343410000205,,verify_my_identity,ok,False,,,0.03873433869829767,,0.11,gemini,False,True,smart_home,please set the oven to 350 f
0.00063,0.00063,1561.4431989998557,0,1571.7167179998942,0.001184952,0.001184952,,card_not_working,ok,0,3311.5313939996995,clinc-test-3178,ok,oos,clinc150,,2936.231713999994,0.01,"gemini,cascade",False,,card_not_working,0.01,ok,False,355.5886429999955,,edit_personal_details,ok,False,,,0.03649002695529203,,0.1,gemini,False,True,smart_home,i need the temperature set at 70 f
0.00115875,0.00115875,2206.3184990000445,0,2217.479177000001,0.001218702,0.001218702,,card_not_working,ok,0,3335.203469999833,clinc-test-3179,ok,oos,clinc150,,2959.054238999961,0.01,"gemini,cascade",False,,card_not_working,0.01,ok,False,352.44871299993247,,verify_my_identity,ok,False,,,0.05149668347771657,,0.1,gemini,False,True,smart_home,turn up the oven temperature to 350
0.0006255,0.0006255,1629.4840339999646,0,1639.691724000033,0.00101895,0.00101895,,country_support,ok,0,2590.6057880003937,clinc-test-3240,ok,oos,clinc150,,2175.752239999827,0.01,"gemini,cascade",False,,card_not_working,0.01,ok,False,393.1286290003918,,exchange_rate,ok,False,,,0.07582991392706333,,0.29,gemini,False,True,weather,what is the weather
0.00062925,0.00062925,1775.3178119999357,0,1788.668740999885,0.000674118,0.000674118,,country_support,ok,0,2029.074743000092,clinc-test-3246,ok,oos,clinc150,,1648.9103919998743,0.02,"cascade,gemini",False,,exchange_via_app,0.01,ok,False,356.0667620000895,,exchange_rate,ok,False,,,0.04153231311374187,,0.22,gemini,False,True,weather,let's take a look at the weather
0.000606,0.000606,1522.9464130001143,0,1536.033671000041,0.0006734099999999999,0.0006734099999999999,,country_support,ok,0,2037.627113000024,clinc-test-3247,ok,oos,clinc150,,1707.423928000033,0.01,"gemini,cascade",False,,country_support,0.01,ok,False,305.8849670002237,,country_support,ok,False,,,0.026520915501658936,,0.21,gemini,False,True,weather,how is the weather looking in seattle
0.0012225,0.0012225,2886.0168829998,0,2896.9832410002127,0.0006749939999999999,0.0006749939999999999,,country_support,ok,0,3603.334191000089,clinc-test-3249,ok,oos,clinc150,,3290.718365000095,0.01,"gemini,cascade",False,,country_support,0.01,ok,False,291.35872799996287,,country_support,ok,False,,,0.03157640483127027,,0.23,gemini,False,True,weather,what is the state of the weather in seattle
0.00062925,0.00062925,1631.2310620001517,0,1642.1788820000365,0.000696702,0.000696702,,country_support,ok,0,2041.257803000044,clinc-test-3251,ok,oos,clinc150,,1587.5531970001757,0.05,"cascade,gemini",False,,country_support,0.05,ok,False,433.80728599987924,,country_support,ok,False,,,0.0593923155012316,,0.22,gemini,False,True,weather,what are the weather conditions like in seattle
0.0006285,0.0006285,1656.7717820000835,0,1666.7236320001539,0.001307118,0.001307118,,country_support,ok,0,2849.4610920001287,clinc-test-3253,ok,oos,clinc150,,2439.934401999926,0.01,"cascade,gemini",False,,country_support,0.05,ok,False,389.46888000005856,,exchange_rate,ok,False,,,0.0420137663482823,,0.19,gemini,False,True,weather,what kind of weather can i expect now
0.00107175,0.00107175,3190.776893999893,0,3203.46489199996,0.0006702,0.0006702,,fiat_currency_support,ok,0,1877.8513739998452,clinc-test-3255,ok,oos,clinc150,,1545.3259000000544,0.01,"cascade,gemini",False,,country_support,0.01,ok,False,312.6934360000305,,exchange_rate,ok,False,,,0.04747034431803053,,0.17,gemini,False,True,weather,how is the weather
0.00138675,0.00138675,2867.115459000226,0,2876.2768489997834,0.0016377,0.0016377,,country_support,ok,0,2930.930833999999,clinc-test-3265,ok,oos,clinc150,,2582.6430709999986,0.01,"cascade,gemini",False,,country_support,0.01,ok,False,328.9001149996184,,exchange_rate,ok,False,,,0.042389239344813784,,0.36,gemini,False,True,weather,give weather update now
0.001272,0.001272,1762.8119839997962,0,1774.1750620002858,0.000694284,0.000694284,,country_support,ok,0,2066.997339999769,clinc-test-3268,ok,oos,clinc150,,1726.46706599975,0.05,"cascade,gemini",False,,country_support,0.01,ok,False,317.895814999938,,exchange_rate,ok,False,,,0.05730406276266709,,0.24,gemini,False,True,weather,what is the current weather like
0.000603,0.000603,1603.297096000053,0,1615.4227849999443,0.0006927,0.0006927,,country_support,ok,0,2297.2013520000037,clinc-test-3269,ok,oos,clinc150,,1939.8764190000948,0.01,"cascade,gemini",False,,country_support,0.01,ok,False,338.9586030000355,,exchange_rate,ok,False,,,0.05607350544738066,,0.23,gemini,False,True,weather,las vegas weather today
0.0006045,0.0006045,1610.2196959999856,0,1623.2788250001613,0.000694284,0.000694284,,card_not_working,ok,0,1968.864857000066,clinc-test-3930,ok,oos,clinc150,,1567.9671780001372,0.01,"cascade,gemini",False,,card_not_working,0.01,ok,False,378.31821999978274,,card_arrival,ok,False,,,0.031599319431963216,,0.09,gemini,False,True,play_music,play the song called baby shark
0.00060525,0.00060525,2009.2175850002095,0,2020.7427429999225,0.000695118,0.000695118,,apple_pay_or_google_pay,ok,0,1815.5376410000026,clinc-test-3931,ok,oos,clinc150,,1410.3367409999482,0.05,"cascade,gemini",False,,apple_pay_or_google_pay,0.01,ok,False,382.40704099973664,,verify_my_identity,ok,False,,,0.027182740362972257,,0.1,gemini,False,True,play_music,play the song called wreckless love
0.001038,0.001038,2844.260021999944,0,2853.7525910001714,0.0011466599999999999,0.0011466599999999999,,apple_pay_or_google_pay,ok,0,2653.5349249998108,clinc-test-3932,ok,oos,clinc150,,2297.411153000081,0.01,"cascade,gemini",False,,apple_pay_or_google_pay,0.01,ok,False,332.3890450000763,,verify_my_identity,ok,False,,,0.04199175828182345,,0.12,gemini,False,True,play_music,play the song called i want it that way
