baseline_accounted_usd,baseline_billed_subtotal_usd,baseline_component_ms,baseline_unknown_bill_calls,baseline_wall_ms,cascade_accounted_usd,cascade_billed_subtotal_usd,cascade_correct,cascade_predicted,cascade_status,cascade_unknown_bill_calls,cascade_wall_ms,caseId,chosen_status,cohort,dataset,expected,fallback_component_ms,fallback_probability,frozen_path_order,gemini_baseline_accept,gemini_correct,gemini_predicted,gemini_probability,gemini_status,jev_accept,jev_component_ms,jev_correct,jev_predicted,jev_status,local_accepted,local_correct,local_predicted,local_score,local_status,native_confidence,route,safety_accept,safety_human_defer,sourceCategory,text
0.000624,0.000624,1496.0245030000806,0,1505.7901130001992,6.7326e-05,6.7326e-05,True,edit_personal_details,ok,0,296.6984769999981,test-1154,ok,banking,banking77,edit_personal_details,,,"gemini,cascade",True,True,edit_personal_details,1,ok,True,288.46060700016096,True,edit_personal_details,ok,True,True,edit_personal_details,0.77322004360146,ok,1,jev,True,False,,I want to change my name.
0.00062925,0.00062925,1353.0137849999592,0,1363.8674040001351,6.762e-05,6.762e-05,True,edit_personal_details,ok,0,352.65336299990304,test-1159,ok,banking,banking77,edit_personal_details,,,"gemini,cascade",True,True,edit_personal_details,1,ok,True,340.7837429998908,True,edit_personal_details,ok,True,True,edit_personal_details,0.31712487262528394,ok,1,jev,True,False,,What do I need to do to change the address on my account?
0.0006075,0.0006075,1787.9125300000305,0,1797.7193500000285,0.000697452,0.000697452,True,why_verify_identity,ok,0,3964.4495899999747,test-1167,ok,banking,banking77,why_verify_identity,3671.5012330000172,0.95,"gemini,cascade",True,True,why_verify_identity,0.95,ok,False,273.1382980000344,True,why_verify_identity,ok,True,True,why_verify_identity,0.6511122756442553,ok,0.5,gemini,True,False,,Can I use my account without verifying my identity?
0.000609,0.000609,1488.973566000117,0,1500.2370539999101,0.001107786,0.001107786,True,why_verify_identity,ok,0,2585.5183289998677,test-1170,ok,banking,banking77,why_verify_identity,2209.5699780001305,0.93,"cascade,gemini",True,True,why_verify_identity,0.95,ok,False,351.9865220000502,True,why_verify_identity,ok,False,True,why_verify_identity,0.1867713089560732,ok,0.47,gemini,False,True,,I would like to not have to do the identity verification.
0.00062475,0.00062475,1478.1253939999733,0,1488.2326529999846,0.000692118,0.000692118,True,why_verify_identity,ok,0,2340.0971969999955,test-1174,ok,banking,banking77,why_verify_identity,1927.5257679999922,1,"cascade,gemini",True,True,why_verify_identity,1,ok,False,388.67459999996936,True,why_verify_identity,ok,True,True,why_verify_identity,0.3004916753450284,ok,0.99,gemini,True,False,,What is the purpose for the identity check
0.0006255,0.0006255,2440.9037830000743,0,2450.5743019999936,0.0006929099999999999,0.0006929099999999999,True,why_verify_identity,ok,0,1998.9602350001223,test-1190,ok,banking,banking77,why_verify_identity,1628.8533739999402,1,"gemini,cascade",True,True,why_verify_identity,1,ok,False,349.3887739998754,True,why_verify_identity,ok,True,True,why_verify_identity,0.6562973973899147,ok,0.99,gemini,True,False,,Why do I have to verify my identity?
0.00060975,0.00060975,1664.2002199999988,0,1675.822068999987,0.000696078,0.000696078,True,why_verify_identity,ok,0,2332.6152689999435,test-1195,ok,banking,banking77,why_verify_identity,1996.1508060002234,0.8,"cascade,gemini",False,True,why_verify_identity,0.85,ok,False,309.90925600007176,False,unable_to_verify_identity,ok,True,True,why_verify_identity,0.45860825674866523,ok,0.68,gemini,False,True,,Can I use my account if the identity verification is not complete?
0.0006255,0.0006255,1458.5715569998138,0,1472.035315999994,0.0006929099999999999,0.0006929099999999999,True,why_verify_identity,ok,0,2174.429410000099,test-1196,ok,banking,banking77,why_verify_identity,1691.8938680000138,1,"cascade,gemini",True,True,why_verify_identity,1,ok,False,461.1552240001038,True,why_verify_identity,ok,True,True,why_verify_identity,0.5780036816806109,ok,0.97,gemini,True,False,,Why is it asking me to verify my identity
0.000627,0.000627,1687.2854090000037,0,1695.725148000056,0.000799452,0.000799452,True,why_verify_identity,ok,0,3056.4203319998924,test-1199,ok,banking,banking77,why_verify_identity,2713.1117400000803,1,"cascade,gemini",True,True,why_verify_identity,1,ok,False,312.4255650001578,True,why_verify_identity,ok,True,True,why_verify_identity,0.5510030234207836,ok,0.99,gemini,True,False,,Why did I need to verfiy my identity?
0.00063075,0.00063075,2722.808036000002,0,2734.189975999994,0.000698244,0.000698244,True,unable_to_verify_identity,ok,0,1915.5567000000738,test-1201,ok,banking,banking77,unable_to_verify_identity,1560.2543379999697,0.95,"cascade,gemini",True,True,unable_to_verify_identity,0.95,ok,False,325.82169400004204,True,unable_to_verify_identity,ok,True,True,unable_to_verify_identity,0.2878991763127595,ok,0.98,gemini,True,False,,I do not have what is required to prove my identity
0.00062475,0.00062475,1607.295873999945,0,1620.3414740000153,0.0006958680000000001,0.0006958680000000001,True,unable_to_verify_identity,ok,0,2127.9459539999953,test-1210,ok,banking,banking77,unable_to_verify_identity,1772.3575309999287,0.98,"cascade,gemini",True,True,unable_to_verify_identity,1,ok,False,334.0479139999952,True,unable_to_verify_identity,ok,True,True,unable_to_verify_identity,0.5506842586341145,ok,0.98,gemini,True,False,,The app failed to verify my identity.
0.0006285,0.0006285,1378.895341000054,0,1390.0528509999858,0.000673326,0.000673326,True,unable_to_verify_identity,ok,0,1773.465021000011,test-1212,ok,banking,banking77,unable_to_verify_identity,1461.6757539999671,0.98,"gemini,cascade",True,True,unable_to_verify_identity,0.98,ok,False,283.9675869999919,True,unable_to_verify_identity,ok,True,True,unable_to_verify_identity,0.6099127235553357,ok,0.97,gemini,True,False,,I can't prove my identity.
0.00062775,0.00062775,1788.769440999953,0,1804.2306099999696,0.0006950760000000001,0.0006950760000000001,True,unable_to_verify_identity,ok,0,1756.1332050000783,test-1217,ok,banking,banking77,unable_to_verify_identity,1398.687802000204,0.98,"gemini,cascade",True,True,unable_to_verify_identity,0.98,ok,False,335.0298540000804,True,unable_to_verify_identity,ok,False,True,unable_to_verify_identity,0.2317500675514526,ok,0.96,gemini,True,False,,I cannot prove my own identity.
0.0006285,0.0006285,1498.1832709999871,0,1507.8955599999754,0.0006695760000000001,0.0006695760000000001,True,unable_to_verify_identity,ok,0,3899.1960919999983,test-1221,ok,banking,banking77,unable_to_verify_identity,3460.269726999977,0.85,"cascade,gemini",False,True,unable_to_verify_identity,0.88,ok,False,406.85259700001916,True,unable_to_verify_identity,ok,False,True,unable_to_verify_identity,0.15743644659344244,ok,0.76,gemini,False,True,,The app doesn't recognize me.
0.00062775,0.00062775,1453.5774979998823,0,1468.5455559999682,0.0006950760000000001,0.0006950760000000001,True,unable_to_verify_identity,ok,0,2890.1263459997717,test-1229,ok,banking,banking77,unable_to_verify_identity,2570.190871000057,0.98,"cascade,gemini",True,True,unable_to_verify_identity,0.98,ok,False,296.7765069999732,True,unable_to_verify_identity,ok,True,True,unable_to_verify_identity,0.6018636388439482,ok,0.91,gemini,True,False,,I a having trouble proving my identity
0.000606,0.000606,1492.8816140000126,0,1502.3653840000043,0.000699828,0.000699828,True,card_payment_wrong_exchange_rate,ok,0,2106.7534149999847,test-123,ok,banking,banking77,card_payment_wrong_exchange_rate,1767.6535609999555,0.98,"gemini,cascade",True,True,card_payment_wrong_exchange_rate,1,ok,False,317.83111500000814,True,card_payment_wrong_exchange_rate,ok,True,True,card_payment_wrong_exchange_rate,0.5129539194871524,ok,0.97,gemini,True,False,,The exchange rate was wrong when I bought something outside the country.
0.0006285,0.0006285,1590.5589769999497,0,1603.2320950001013,0.000699828,0.000699828,True,unable_to_verify_identity,ok,0,1712.7849250000436,test-1239,ok,banking,banking77,unable_to_verify_identity,1363.2501139999367,0.98,"cascade,gemini",True,True,unable_to_verify_identity,1,ok,False,327.3100829999894,True,unable_to_verify_identity,ok,True,True,unable_to_verify_identity,0.33824323733074074,ok,0.91,gemini,True,False,,for some reason I am having a problem with verifying my identity.
0.0013155,0.0013155,1747.9542030000594,0,1759.0191430000123,0.0011427,0.0011427,False,card_arrival,ok,0,2284.185310999863,test-1243,ok,banking,banking77,get_physical_card,1939.570458999835,0.85,"gemini,cascade",True,False,card_arrival,0.95,ok,False,328.88660499989055,False,card_arrival,ok,True,True,get_physical_card,0.34896510771740896,ok,0.36,gemini,False,True,,Are PIN separately?
0.00062475,0.00062475,1596.2677150000818,0,1606.645693999948,0.0006958680000000001,0.0006958680000000001,False,change_pin,ok,0,1677.970627999981,test-1246,ok,banking,banking77,get_physical_card,1291.3775590000441,0.85,"cascade,gemini",False,False,change_pin,0.8,ok,False,364.13939200004097,False,change_pin,ok,True,True,get_physical_card,0.8608288658227113,ok,0.81,gemini,False,True,,How do I find my card PIN?
0.00160425,0.00160425,2561.2778780000226,0,2571.7279569999955,0.001360368,0.001360368,False,change_pin,ok,0,4530.45132599998,test-1258,ok,banking,banking77,get_physical_card,4145.876266000007,0.92,"cascade,gemini",True,False,change_pin,0.95,ok,False,363.6255020000099,False,pin_blocked,ok,True,True,get_physical_card,0.29060384630240665,ok,0.41,gemini,False,True,,Why can't I see my PIN?
0.00062775,0.00062775,1422.1700989999808,0,1432.0008379998617,0.000672576,0.000672576,False,change_pin,ok,0,3865.2465719999745,test-1265,ok,banking,banking77,get_physical_card,3477.3345320001245,0.85,"cascade,gemini",False,False,change_pin,0.85,ok,False,366.57686199992895,False,change_pin,ok,True,True,get_physical_card,0.6423355283090753,ok,0.55,gemini,False,True,,Where is my PIN number located?
0.0010515,0.0010515,2007.8514349999605,0,2024.2516939999769,0.000672576,0.000672576,False,change_pin,ok,0,1998.997054999927,test-1267,ok,banking,banking77,get_physical_card,1579.5959180000937,0.55,"cascade,gemini",False,False,change_pin,0.85,ok,False,395.5540490000276,False,change_pin,ok,True,True,get_physical_card,0.3597922507336816,ok,0.83,gemini,False,True,,So what about the card PIN?
0.000624,0.000624,1740.3670939999865,0,1756.6159730000072,0.000691326,0.000691326,False,change_pin,ok,0,1963.5909859999956,test-1272,ok,banking,banking77,get_physical_card,1645.2415810000093,0.8,"cascade,gemini",False,False,change_pin,0.8,ok,False,294.93076700001257,False,change_pin,ok,True,True,get_physical_card,0.5814651734302889,ok,0.7,gemini,False,True,,Help me find my card pin!
0.0006045,0.0006045,1475.1328249999788,0,1488.565952999983,6.7494e-05,6.7494e-05,True,visa_or_mastercard,ok,0,356.6948730000295,test-1288,ok,banking,banking77,visa_or_mastercard,,,"gemini,cascade",True,True,visa_or_mastercard,1,ok,True,338.2219739999855,True,visa_or_mastercard,ok,True,True,visa_or_mastercard,0.7682523396358197,ok,1,jev,True,False,,How to decide if I get a Visa or Mastercard?
0.0006285,0.0006285,1303.9128200002015,0,1313.991388999857,0.0006958680000000001,0.0006958680000000001,True,visa_or_mastercard,ok,0,6014.615151999984,test-1299,ok,banking,banking77,visa_or_mastercard,5588.876114000101,0.85,"gemini,cascade",False,True,visa_or_mastercard,0.85,ok,False,404.1806290000677,True,visa_or_mastercard,ok,False,False,card_not_working,0.05216437234288389,ok,0.87,gemini,False,True,,Am I able to choose my card?
0.0006285,0.0006285,1447.054056999972,0,1457.8670459999703,6.7536e-05,6.7536e-05,True,visa_or_mastercard,ok,0,354.24275299999863,test-1307,ok,banking,banking77,visa_or_mastercard,,,"gemini,cascade",True,True,visa_or_mastercard,1,ok,True,345.7006430000765,True,visa_or_mastercard,ok,True,True,visa_or_mastercard,0.6310728800853945,ok,1,jev,True,False,,I'd like more information about choosing a Visa or Mastercard.
0.00062475,0.00062475,1588.8283760000486,0,1597.982645999873,0.000692118,0.000692118,True,visa_or_mastercard,ok,0,2068.4132910000626,test-1308,ok,banking,banking77,visa_or_mastercard,1638.2158030001447,1,"gemini,cascade",True,True,visa_or_mastercard,1,ok,False,410.207277999958,True,visa_or_mastercard,ok,True,True,visa_or_mastercard,0.5488775682627992,ok,0.98,gemini,True,False,,Do you have Visa or Matercard?
0.00063075,0.00063075,1389.4053009999916,0,1400.7453110001516,0.000698244,0.000698244,True,visa_or_mastercard,ok,0,4492.243368000025,test-1313,ok,banking,banking77,visa_or_mastercard,4158.207084999885,0.95,"gemini,cascade",False,True,visa_or_mastercard,0.93,ok,False,314.5430659998674,True,visa_or_mastercard,ok,True,True,visa_or_mastercard,0.4052294288525478,ok,0.97,gemini,True,False,,Please give me both a visa and a master card.
0.000633,0.000633,1440.3853270000545,0,1454.4132860000245,0.00070062,0.00070062,True,visa_or_mastercard,ok,0,1787.9862300000386,test-1317,ok,banking,banking77,visa_or_mastercard,1452.9372160000494,0.98,"gemini,cascade",True,True,visa_or_mastercard,0.98,ok,False,312.1728550000116,True,visa_or_mastercard,ok,False,True,visa_or_mastercard,0.12085976091037481,ok,0.91,gemini,True,False,,Can you let me know if Visa is among the card scheme assignments?
0.000624,0.000624,1426.2506780000404,0,1438.8434569999808,0.000691326,0.000691326,True,visa_or_mastercard,ok,0,2047.8976909999037,test-1318,ok,banking,banking77,visa_or_mastercard,1703.6796669999603,1,"cascade,gemini",True,True,visa_or_mastercard,1,ok,False,322.21851500007324,True,visa_or_mastercard,ok,True,True,visa_or_mastercard,0.6620347697778295,ok,0.97,gemini,True,False,,Do you use Mastercard or Visa?
0.0006315,0.0006315,1520.5405119999778,0,1530.226850999985,0.000699036,0.000699036,True,card_payment_wrong_exchange_rate,ok,0,2131.588094000006,test-133,ok,banking,banking77,card_payment_wrong_exchange_rate,1756.8067330000922,0.98,"cascade,gemini",True,True,card_payment_wrong_exchange_rate,0.98,ok,False,353.89752299990505,True,card_payment_wrong_exchange_rate,ok,True,True,card_payment_wrong_exchange_rate,0.6294206497652295,ok,0.98,gemini,True,False,,Why is the exchange rate wrong when I purchase something abroad?
0.00234,0.00234,2604.6271070002113,0,2624.275447000051,0.00070929,0.00070929,False,top_up_failed,ok,0,2209.149099000031,test-1330,ok,banking,banking77,topping_up_by_card,1500.2852329998277,0.65,"cascade,gemini",True,False,top_up_failed,0.95,ok,False,681.9073469999712,False,failed_transfer,ok,False,True,topping_up_by_card,0.11942579360729676,ok,0.75,gemini,False,True,,"I followed the instructions to transfer money using my card, but then the money disappeared and I don't know what happened."
0.0006075,0.0006075,1706.1662559999386,0,1719.8494250000222,0.000697452,0.000697452,True,topping_up_by_card,ok,0,2942.08429899998,test-1335,ok,banking,banking77,topping_up_by_card,2565.1143490000395,0.88,"gemini,cascade",False,True,topping_up_by_card,0.85,ok,False,357.16943200002424,True,topping_up_by_card,ok,True,True,topping_up_by_card,0.305867788252137,ok,0.51,gemini,False,True,,How do I transfer money using a credit card?
0.00063225,0.00063225,2027.8744319999823,0,2040.5407320000231,0.000703746,0.000703746,False,pending_top_up,ok,0,1941.8075999999419,test-1338,ok,banking,banking77,topping_up_by_card,1605.4006069999887,0.85,"gemini,cascade",False,False,pending_top_up,0.8,ok,False,308.65515699994285,False,top_up_failed,ok,False,False,top_up_reverted,0.11007093173515375,ok,0.5,gemini,False,True,,"i know i entered the right info, but my top up isn't in my balance"
0.00062925,0.00062925,1610.4719739999855,0,1628.613282000064,0.00069666,0.00069666,False,receiving_money,ok,0,3176.5426499999594,test-1346,ok,banking,banking77,topping_up_by_card,2800.36520999996,0.95,"cascade,gemini",True,False,receiving_money,0.95,ok,False,351.83230200002436,False,receiving_money,ok,True,False,transfer_into_account,0.25081795578840405,ok,0.61,gemini,True,False,,How can someone add money to my account?
